transaction_id,transaction_date,transaction_amount,transaction_type,transaction_duration,login_attempts,previous_transaction_date,previous_transaction_date_raw,location_device,device_id,ip_address,channel,location,customer_id,first_name,surname,dt_customer,account_id,account_type,currency,account_created_date,sender_account,sender_country,sender_region,receiver_country,receiver_region
TX000662,2023-02-28 17:28:13,158.56,Debit,100,1,2014-03-29 00:00:00,2024-11-04 08:10:48,Sacramento,D000027,218.238.171.184,ATM,Tartu,C1127,Benjamin,Mackay,2014-03-29,EE405414679043235657,CURRENT,USD,2014-03-29,AU75190364568418780291,Nigeria,Africa,Estonia,Europe
TX000216,2023-05-24 16:25:50,74.88,Debit,202,1,2023-02-28 17:28:13,2024-11-04 08:07:46,Atlanta,D000139,161.161.26.115,ATM,Narva,C1127,Benjamin,Mackay,2014-03-29,EE405414679043235657,CURRENT,USD,2014-03-29,EE813389480738021154,Canada,America,Estonia,Europe
TX001406,2023-08-11 17:12:30,611.15,Debit,121,1,2023-05-24 16:25:50,2024-11-04 08:09:23,Detroit,D000044,51.250.46.149,ATM,Tallinn,C1127,Benjamin,Mackay,2014-03-29,EE405414679043235657,CURRENT,USD,2014-03-29,EE841567181681777601,Indonesia,Asia,Estonia,Europe
TX001977,2023-10-05 16:46:31,173.13,Credit,288,1,2023-08-11 17:12:30,2024-11-04 08:07:24,Atlanta,D000485,5.50.152.168,INTERNET BANKING,Rakvere,C1127,Benjamin,Mackay,2014-03-29,EE405414679043235657,CURRENT,USD,2014-03-29,EE626994567720776324,United Arab Emirate,Asia,Estonia,Europe
TX000550,2023-01-02 16:27:18,73.88,Debit,34,1,2014-06-07 00:00:00,2024-11-04 08:09:09,Charlotte,D000611,142.148.226.178,INTERNET BANKING,Sillamäe,C1135,Gabriela,Wu,2014-06-07,EE495836540478152870,BUSINESS,EUR,2014-06-07,EE281976985147751664,Kenya,Africa,Estonia,Europe
TX000748,2023-02-16 16:20:06,389.63,Debit,99,1,2023-01-02 16:27:18,2024-11-04 08:08:55,Mesa,D000645,155.140.33.42,INTERNET BANKING,Kuressaare,C1135,Gabriela,Wu,2014-06-07,EE495836540478152870,BUSINESS,EUR,2014-06-07,EE737191146291968469,Spain,Europe,Estonia,Europe
TX001627,2023-03-22 17:31:23,18.23,Debit,28,1,2023-02-16 16:20:06,2024-11-04 08:11:20,Nashville,D000187,193.217.248.188,ATM,Tallinn,C1135,Gabriela,Wu,2014-06-07,EE495836540478152870,BUSINESS,EUR,2014-06-07,EE395537199224149115,Japan,Asia,Estonia,Europe
TX001606,2023-03-27 16:26:46,620.54,Credit,98,1,2023-03-22 17:31:23,2024-11-04 08:07:26,Omaha,D000078,161.168.126.136,BRANCH,Rome,C1135,Gabriela,Wu,2014-06-07,EE495836540478152870,BUSINESS,EUR,2014-06-07,EE975391756046493259,Malaysia,Asia,Estonia,Europe
TX002187,2023-04-11 16:37:54,512.76,Debit,26,1,2023-03-27 16:26:46,2024-11-04 08:07:06,Fresno,D000678,210.228.226.64,ATM,Tallinn,C1135,Gabriela,Wu,2014-06-07,EE495836540478152870,BUSINESS,EUR,2014-06-07,EE255835564761381234,Qatar,Asia,Estonia,Europe
TX000163,2023-05-26 18:15:08,60.65,Credit,53,1,2023-04-11 16:37:54,2024-11-04 08:09:22,Tucson,D000456,10.144.131.89,BRANCH,Houston,C1135,Gabriela,Wu,2014-06-07,EE495836540478152870,BUSINESS,EUR,2014-06-07,EE643087431288694809,Norway,Europe,Estonia,Europe
TX001430,2023-05-30 16:28:48,83.43,Debit,109,1,2023-05-26 18:15:08,2024-11-04 08:11:40,New York,D000627,23.255.214.209,INTERNET BANKING,Paris,C1135,Gabriela,Wu,2014-06-07,EE495836540478152870,BUSINESS,EUR,2014-06-07,EE544311683722336618,Thailand,Asia,Estonia,Europe
TX001453,2023-06-22 17:18:09,83.62,Debit,146,1,2023-05-30 16:28:48,2024-11-04 08:12:06,Raleigh,D000554,202.21.120.44,ATM,Pärnu,C1135,Gabriela,Wu,2014-06-07,EE495836540478152870,BUSINESS,EUR,2014-06-07,EE381758714454105442,Japan,Asia,Estonia,Europe
TX001013,2023-07-11 16:45:22,963.77,Debit,248,1,2023-06-22 17:18:09,2024-11-04 08:10:12,Louisville,D000382,32.13.122.242,ATM,Narva,C1135,Gabriela,Wu,2014-06-07,EE495836540478152870,BUSINESS,EUR,2014-06-07,EE961449057283961462,Malaysia,Asia,Estonia,Europe
TX002420,2023-08-17 17:10:25,277.22,Debit,41,1,2023-07-11 16:45:22,2024-11-04 08:07:27,Kansas City,D000582,148.42.122.1,BRANCH,Rakvere,C1135,Gabriela,Wu,2014-06-07,EE495836540478152870,BUSINESS,EUR,2014-06-07,EE716188011479230613,Thailand,Asia,Estonia,Europe
TX000661,2023-12-06 17:10:35,326.29,Debit,179,1,2023-08-17 17:10:25,2024-11-04 08:10:44,Denver,D000184,6.44.165.160,INTERNET BANKING,Tartu,C1135,Gabriela,Wu,2014-06-07,EE495836540478152870,BUSINESS,EUR,2014-06-07,EE716188011479230613,Qatar,Asia,Estonia,Europe
TX001352,2023-02-27 17:06:57,315.94,Credit,172,1,2014-02-18 00:00:00,2024-11-04 08:12:09,Raleigh,D000625,8.244.162.185,BRANCH,Tokyo,C1228,Benjamin,Genovese,2014-02-18,EE123918831715726664,BUSINESS,USD,2014-02-18,EE153077089315124061,Qatar,Asia,Estonia,Europe
TX001672,2023-03-20 16:02:51,27.25,Credit,92,1,2023-02-27 17:06:57,2024-11-04 08:09:28,Kansas City,D000335,200.136.146.93,BRANCH,Paris,C1228,Benjamin,Genovese,2014-02-18,EE123918831715726664,BUSINESS,USD,2014-02-18,EE540009324402271014,Finland,Europe,Estonia,Europe
TX002311,2023-03-14 17:06:18,176.52,Credit,94,5,2013-10-03 00:00:00,2024-11-04 08:08:41,San Diego,D000333,223.32.70.156,INTERNET BANKING,Tallinn,C1247,Maureen,Capon,2013-10-03,EE219888356870472130,SAVINGS,EUR,2013-10-03,EE602859535632358986,USA,America,Estonia,Europe
TX001160,2023-05-02 16:30:52,149.4,Debit,123,1,2023-03-14 17:06:18,2024-11-04 08:10:16,Chicago,D000077,154.138.163.229,ATM,Tartu,C1247,Maureen,Capon,2013-10-03,EE219888356870472130,SAVINGS,EUR,2013-10-03,EE417745822189979001,Spain,Europe,Estonia,Europe
TX001922,2023-05-22 16:51:28,14.92,Debit,120,1,2023-05-02 16:30:52,2024-11-04 08:07:33,Las Vegas,D000521,56.89.80.133,BRANCH,Sillamäe,C1247,Maureen,Capon,2013-10-03,EE219888356870472130,SAVINGS,EUR,2013-10-03,ZA49773058405444182901,Thailand,Asia,Estonia,Europe
TX000951,2023-08-21 17:10:10,388.98,Debit,155,1,2023-05-22 16:51:28,2024-11-04 08:08:32,Fresno,D000548,78.69.172.205,ATM,Copenhagen,C1247,Maureen,Capon,2013-10-03,EE219888356870472130,SAVINGS,EUR,2013-10-03,EE954027913918590189,South Korea,Asia,Estonia,Europe
TX001900,2023-01-12 16:35:36,868.05,Credit,119,1,2012-08-02 00:00:00,2024-11-04 08:09:57,San Diego,D000255,197.52.3.107,INTERNET BANKING,Pärnu,C1313,Kristin,Justice,2012-08-02,EE954027913918590189,SAVINGS,USD,2012-08-02,EE165474663659012718,Estonia,Europe,Estonia,Europe
TX001657,2023-02-20 16:07:41,172.68,Debit,17,1,2023-01-12 16:35:36,2024-11-04 08:07:49,Baltimore,D000371,81.67.222.238,ATM,Viljandi,C1313,Kristin,Justice,2012-08-02,EE954027913918590189,SAVINGS,USD,2012-08-02,EE871136712953054814,Poland,Europe,Estonia,Europe
TX001350,2023-05-01 16:57:17,22.3,Debit,90,1,2023-02-20 16:07:41,2024-11-04 08:12:18,Philadelphia,D000035,133.63.96.21,ATM,Warsaw,C1313,Kristin,Justice,2012-08-02,EE954027913918590189,SAVINGS,USD,2012-08-02,EE636176752051168707,Poland,Europe,Estonia,Europe
TX000849,2023-09-08 17:09:54,163.46,Credit,111,1,2023-05-01 16:57:17,2024-11-04 08:11:32,Baltimore,D000150,39.129.125.110,BRANCH,Kuressaare,C1313,Kristin,Justice,2012-08-02,EE954027913918590189,SAVINGS,USD,2012-08-02,EE693278115810412944,Estonia,Europe,Estonia,Europe
TX000968,2023-12-04 16:27:03,21.41,Debit,99,1,2023-09-08 17:09:54,2024-11-04 08:08:40,Louisville,D000092,195.164.171.146,INTERNET BANKING,Pärnu,C1313,Kristin,Justice,2012-08-02,EE954027913918590189,SAVINGS,USD,2012-08-02,KE93255159363249740367,Canada,America,Estonia,Europe
TX001709,2023-12-18 17:09:29,206.51,Debit,275,1,2023-12-04 16:27:03,2024-11-04 08:07:22,Indianapolis,D000354,101.90.40.193,ATM,Viljandi,C1313,Kristin,Justice,2012-08-02,EE954027913918590189,SAVINGS,USD,2012-08-02,EE390652588850583496,Singapore,Asia,Estonia,Europe
TX000942,2023-01-30 16:34:16,617.66,Debit,40,1,2013-12-02 00:00:00,2024-11-04 08:10:17,Memphis,D000116,100.4.40.132,ATM,Prague,C1324,Maria,Zimmer,2013-12-02,EE983632374344374585,BUSINESS,USD,2013-12-02,EE984489667254042696,South Korea,Asia,Estonia,Europe
TX000166,2023-01-31 18:31:22,231.91,Debit,165,1,2023-01-30 16:34:16,2024-11-04 08:12:15,Memphis,D000371,161.71.2.223,ATM,Viljandi,C1324,Maria,Zimmer,2013-12-02,EE983632374344374585,BUSINESS,USD,2013-12-02,EE875599191052547083,Kenya,Africa,Estonia,Europe
TX002496,2023-04-03 16:07:53,271.22,Credit,87,1,2023-01-31 18:31:22,2024-11-04 08:06:52,Louisville,D000052,4.105.134.118,ATM,Pärnu,C1324,Maria,Zimmer,2013-12-02,EE983632374344374585,BUSINESS,USD,2013-12-02,EE834997919288459605,Sweden,Europe,Estonia,Europe
TX000429,2023-05-01 18:28:00,677.29,Debit,287,1,2023-04-03 16:07:53,2024-11-04 08:07:16,Houston,D000016,49.172.82.247,INTERNET BANKING,Pärnu,C1324,Maria,Zimmer,2013-12-02,EE983632374344374585,BUSINESS,USD,2013-12-02,EE675624741773586136,Norway,Europe,Estonia,Europe
TX000678,2023-06-08 17:20:53,375.17,Debit,66,2,2023-05-01 18:28:00,2024-11-04 08:11:26,Fort Worth,D000226,112.196.12.19,ATM,Sillamäe,C1324,Maria,Zimmer,2013-12-02,EE983632374344374585,BUSINESS,USD,2013-12-02,EE333125469137678461,Sweden,Europe,Estonia,Europe
TX000660,2023-08-17 16:44:38,67.57,Debit,107,1,2023-06-08 17:20:53,2024-11-04 08:11:15,Charlotte,D000498,165.35.58.173,BRANCH,Sillamäe,C1324,Maria,Zimmer,2013-12-02,EE983632374344374585,BUSINESS,USD,2013-12-02,EE253525885883322271,Nigeria,Africa,Estonia,Europe
TX000871,2023-08-31 16:42:18,870.05,Debit,39,1,2023-08-17 16:44:38,2024-11-04 08:11:02,El Paso,D000098,80.90.35.146,ATM,Berlin,C1324,Maria,Zimmer,2013-12-02,EE983632374344374585,BUSINESS,USD,2013-12-02,EE079227227204721822,Myanmar,Asia,Estonia,Europe
TX000465,2023-10-16 17:47:41,442.74,Debit,136,1,2023-08-31 16:42:18,2024-11-04 08:09:45,San Diego,D000563,141.241.241.128,BRANCH,Jakarta,C1324,Maria,Zimmer,2013-12-02,EE983632374344374585,BUSINESS,USD,2013-12-02,EE347715982547582663,Canada,America,Estonia,Europe
TX000907,2023-02-27 18:33:48,29.22,Debit,69,1,2014-03-18 00:00:00,2024-11-04 08:10:28,Detroit,D000660,218.83.2.94,ATM,Tartu,C1351,Christopher,Brewer,2014-03-18,EE875109040854672943,CURRENT,USD,2014-03-18,AU78005803638285088996,Kenya,Africa,Estonia,Europe
TX001165,2023-03-10 16:40:00,389.7,Credit,216,1,2023-02-27 18:33:48,2024-11-04 08:10:42,Austin,D000423,155.164.18.235,BRANCH,Tartu,C1351,Christopher,Brewer,2014-03-18,EE875109040854672943,CURRENT,USD,2014-03-18,MM42732846837948755102,Germany,Europe,Estonia,Europe
TX001276,2023-06-05 16:24:12,170.24,Debit,133,1,2013-11-07 00:00:00,2024-11-04 08:08:04,San Francisco,D000150,47.167.178.158,BRANCH,Dubai,C1363,Christina,Volkov,2013-11-07,EE875033440128650720,CURRENT,EUR,2013-11-07,EE808066911995813234,Indonesia,Asia,Estonia,Europe
TX002006,2023-01-30 18:49:52,347.25,Debit,250,1,2013-02-11 00:00:00,2024-11-04 08:08:01,Indianapolis,D000646,33.28.138.82,ATM,Viljandi,C1373,Timothy,Daly,2013-02-11,EE179564975474113411,SAVINGS,EUR,2013-02-11,EE295393978200988199,Norway,Europe,Estonia,Europe
TX002107,2023-02-20 16:40:25,126.83,Debit,39,1,2023-01-30 18:49:52,2024-11-04 08:10:31,Austin,D000593,21.122.39.207,BRANCH,Sillamäe,C1373,Timothy,Daly,2013-02-11,EE179564975474113411,SAVINGS,EUR,2013-02-11,EE891843622658684062,Malaysia,Asia,Estonia,Europe
TX000124,2023-08-25 17:26:07,331.65,Debit,61,1,2023-02-20 16:40:25,2024-11-04 08:11:00,Portland,D000037,26.240.219.199,INTERNET BANKING,Copenhagen,C1373,Timothy,Daly,2013-02-11,EE179564975474113411,SAVINGS,EUR,2013-02-11,EE201052270064248973,Denmark,Europe,Estonia,Europe
TX002312,2023-10-23 16:03:49,57.34,Debit,81,1,2023-08-25 17:26:07,2024-11-04 08:10:22,Atlanta,D000370,18.92.67.57,INTERNET BANKING,Narva,C1373,Timothy,Daly,2013-02-11,EE179564975474113411,SAVINGS,EUR,2013-02-11,EE144065577711366286,Italy,Europe,Estonia,Europe
TX001017,2023-03-30 16:00:25,213.55,Debit,15,1,2013-05-27 00:00:00,2024-11-04 08:07:06,Boston,D000680,161.25.82.11,ATM,Madrid,C1389,Michael,Bardin,2013-05-27,EE487171305228342076,SAVINGS,EUR,2013-05-27,EE354470229086501062,Kenya,Africa,Estonia,Europe
TX000962,2023-08-11 17:57:52,353.59,Credit,109,5,2023-03-30 16:00:25,2024-11-04 08:10:53,New York,D000311,198.24.183.157,BRANCH,Kuressaare,C1389,Michael,Bardin,2013-05-27,EE487171305228342076,SAVINGS,EUR,2013-05-27,EE865117007533550482,Nigeria,Africa,Estonia,Europe
TX000156,2023-09-04 17:59:51,83.02,Credit,171,1,2023-08-11 17:57:52,2024-11-04 08:11:01,Seattle,D000226,34.92.221.183,INTERNET BANKING,Sillamäe,C1389,Michael,Bardin,2013-05-27,EE487171305228342076,SAVINGS,EUR,2013-05-27,SG39369875621533236747,South Africa,Africa,Estonia,Europe
TX001470,2023-10-16 16:29:39,50.52,Debit,140,1,2023-09-04 17:59:51,2024-11-04 08:09:12,Boston,D000377,151.247.130.190,INTERNET BANKING,Tallinn,C1389,Michael,Bardin,2013-05-27,EE487171305228342076,SAVINGS,EUR,2013-05-27,EE603653064978421320,Germany,Europe,Estonia,Europe
TX000576,2023-02-20 16:52:03,33.46,Debit,111,1,2012-09-11 00:00:00,2024-11-04 08:09:12,Seattle,D000617,189.248.139.91,ATM,Jeddah,C1390,Scott,Cattaneo,2012-09-11,EE264463047755135503,CURRENT,USD,2012-09-11,KE02951464238968426208,Thailand,Asia,Estonia,Europe
TX001291,2023-03-28 16:02:03,427.69,Debit,236,1,2023-02-20 16:52:03,2024-11-04 08:11:53,Raleigh,D000347,24.148.92.177,ATM,Tartu,C1390,Scott,Cattaneo,2012-09-11,EE264463047755135503,CURRENT,USD,2012-09-11,EE602859535632358986,United Arab Emirate,Asia,Estonia,Europe
TX001010,2023-07-27 17:04:46,75.04,Debit,178,1,2023-03-28 16:02:03,2024-11-04 08:07:28,El Paso,D000037,52.1.78.30,ATM,Narva,C1390,Scott,Cattaneo,2012-09-11,EE264463047755135503,CURRENT,USD,2012-09-11,EE307692673704083851,South Africa,Africa,Estonia,Europe
TX002156,2023-08-28 16:56:05,172.92,Debit,212,1,2023-07-27 17:04:46,2024-11-04 08:08:14,Miami,D000519,214.67.148.245,INTERNET BANKING,Prague,C1390,Scott,Cattaneo,2012-09-11,EE264463047755135503,CURRENT,USD,2012-09-11,EE560434104298462094,Canada,America,Estonia,Europe
TX000107,2023-11-01 16:52:01,114.98,Debit,80,1,2023-08-28 16:56:05,2024-11-04 08:09:24,Seattle,D000182,115.218.48.83,INTERNET BANKING,Paris,C1390,Scott,Cattaneo,2012-09-11,EE264463047755135503,CURRENT,USD,2012-09-11,NO40046873422471659718,Denmark,Europe,Estonia,Europe
TX001980,2023-11-20 16:07:20,422.81,Debit,193,1,2023-11-01 16:52:01,2024-11-04 08:10:28,Los Angeles,D000050,77.92.193.22,BRANCH,Tartu,C1390,Scott,Cattaneo,2012-09-11,EE264463047755135503,CURRENT,USD,2012-09-11,EE187557602144128841,Mexico,America,Estonia,Europe
TX000780,2023-12-11 17:29:02,138.11,Credit,104,1,2023-11-20 16:07:20,2024-11-04 08:07:04,Phoenix,D000227,20.147.6.179,INTERNET BANKING,Narva,C1390,Scott,Cattaneo,2012-09-11,EE264463047755135503,CURRENT,USD,2012-09-11,EE651202701609457401,Nigeria,Africa,Estonia,Europe
TX000578,2023-12-27 16:48:30,246.27,Debit,141,1,2023-12-11 17:29:02,2024-11-04 08:10:57,Fresno,D000102,144.91.150.133,INTERNET BANKING,Viljandi,C1390,Scott,Cattaneo,2012-09-11,EE264463047755135503,CURRENT,USD,2012-09-11,EE497573878969254085,Sweden,Europe,Estonia,Europe
